edu,geo,time,value
ED3-4,NL2,2018,3.2
ED3-4,NL2,2019,2.6
ED3-4,NL2,2020,3.2
ED5-8,NL2,2018,2.3
ED5-8,NL2,2019,2.2
ED5-8,NL2,2020,2.4
TOTAL,NL2,2018,3.6
TOTAL,NL2,2019,3.1
TOTAL,NL2,2020,3.5
ED0-2,NL21,2018,6.5
ED0-2,NL21,2019,4.8
ED0-2,NL21,2020,6.0
ED3-4,NL21,2018,3.3
ED3-4,NL21,2019,2.6
ED3-4,NL21,2020,3.5
ED5-8,NL21,2018,2.2
ED5-8,NL21,2019,2.4
ED5-8,NL21,2020,2.2
TOTAL,NL21,2018,3.7
TOTAL,NL21,2019,3.0
TOTAL,NL21,2020,3.5
ED0-2,NL22,2018,5.9
ED0-2,NL22,2019,5.5
ED0-2,NL22,2020,5.9
ED3-4,NL22,2018,2.8
ED3-4,NL22,2019,2.6
ED3-4,NL22,2020,3.2
ED5-8,NL22,2018,2.3
ED5-8,NL22,2019,2.2
ED5-8,NL22,2020,2.5
TOTAL,NL22,2018,3.3
TOTAL,NL22,2019,3.1
TOTAL,NL22,2020,3.5
ED0-2,NL23,2018,7.2
ED0-2,NL23,2019,6.9
ED0-2,NL23,2020,8.2
ED3-4,NL23,2018,4.5
ED3-4,NL23,2019,3.0
ED3-4,NL23,2020,3.0
ED5-8,NL23,2018,2.6
ED5-8,NL23,2020,2.5
TOTAL,NL23,2018,4.5
TOTAL,NL23,2019,3.5
TOTAL,NL23,2020,3.9
ED0-2,NL3,2018,6.9
ED0-2,NL3,2019,6.0
ED0-2,NL3,2020,7.1
ED3-4,NL3,2018,3.9
ED3-4,NL3,2019,3.5
ED3-4,NL3,2020,4.1
ED5-8,NL3,2018,2.5
ED5-8,NL3,2019,2.2
ED5-8,NL3,2020,2.6
TOTAL,NL3,2018,3.9
TOTAL,NL3,2019,3.5
TOTAL,NL3,2020,4.0
ED0-2,NL31,2018,5.9
ED0-2,NL31,2019,4.5
ED0-2,NL31,2020,6.2
ED3-4,NL31,2018,3.5
ED3-4,NL31,2019,3.7
ED3-4,NL31,2020,3.9
ED5-8,NL31,2018,2.4
ED5-8,NL31,2019,1.8
ED5-8,NL31,2020,2.4
TOTAL,NL31,2018,3.4
TOTAL,NL31,2019,2.9
TOTAL,NL31,2020,3.5
ED0-2,NL32,2018,6.5
ED0-2,NL32,2019,5.3
ED0-2,NL32,2020,7.1
ED3-4,NL32,2018,3.8
ED3-4,NL32,2019,3.2
ED3-4,NL32,2020,4.1
ED5-8,NL32,2018,2.7
ED5-8,NL32,2019,2.3
ED5-8,NL32,2020,2.6
TOTAL,NL32,2018,3.8
TOTAL,NL32,2019,3.1
TOTAL,NL32,2020,3.9
ED0-2,NL33,2018,7.7
ED0-2,NL33,2019,7.3
ED0-2,NL33,2020,7.7
ED3-4,NL33,2018,4.3
ED3-4,NL33,2019,3.9
ED3-4,NL33,2020,4.5
ED5-8,NL33,2018,2.5
ED5-8,NL33,2019,2.4
ED5-8,NL33,2020,2.8
TOTAL,NL33,2018,4.3
TOTAL,NL33,2019,4.0
TOTAL,NL33,2020,4.4
ED0-2,NL34,2018,4.5
ED0-2,NL34,2019,3.5
ED0-2,NL34,2020,4.7
ED3-4,NL34,2018,2.2
ED3-4,NL34,2019,2.2
ED3-4,NL34,2020,2.2
TOTAL,NL34,2018,2.7
TOTAL,NL34,2019,2.6
TOTAL,NL34,2020,2.6
ED0-2,NL4,2018,5.4
ED0-2,NL4,2019,5.1
ED0-2,NL4,2020,6.1
ED3-4,NL4,2018,3.2
ED3-4,NL4,2019,2.9
ED3-4,NL4,2020,3.0
ED5-8,NL4,2018,2.4
ED5-8,NL4,2019,2.3
ED5-8,NL4,2020,2.6
TOTAL,NL4,2018,3.4
TOTAL,NL4,2019,3.2
TOTAL,NL4,2020,3.5
ED0-2,NL41,2018,5.5
ED0-2,NL41,2019,5.2
ED0-2,NL41,2020,6.4
ED3-4,NL41,2018,3.3
ED3-4,NL41,2019,2.9
ED3-4,NL41,2020,2.9
ED5-8,NL41,2018,2.3
ED5-8,NL41,2019,2.4
ED5-8,NL41,2020,2.6
TOTAL,NL41,2018,3.4
TOTAL,NL41,2019,3.2
TOTAL,NL41,2020,3.5
ED0-2,NL42,2018,5.3
ED0-2,NL42,2019,4.7
ED0-2,NL42,2020,5.6
ED3-4,NL42,2018,3.1
ED3-4,NL42,2019,2.9
ED3-4,NL42,2020,3.0
ED5-8,NL42,2018,2.5
ED5-8,NL42,2019,2.2
ED5-8,NL42,2020,2.6
TOTAL,NL42,2018,3.4
TOTAL,NL42,2019,3.1
TOTAL,NL42,2020,3.5
ED0-2,NO,2018,8.4
ED0-2,NO,2019,8.0
ED0-2,NO,2020,9.0
ED3-4,NO,2018,3.5
ED3-4,NO,2019,3.5
ED3-4,NO,2020,4.4
ED5-8,NO,2018,2.3
ED5-8,NO,2019,2.2
ED5-8,NO,2020,2.8
TOTAL,NO,2018,3.8
TOTAL,NO,2019,3.7
TOTAL,NO,2020,4.4
ED0-2,NO0,2018,8.4
ED0-2,NO0,2019,8.0
ED0-2,NO0,2020,9.0
ED3-4,NO0,2018,3.5
ED3-4,NO0,2019,3.5
ED3-4,NO0,2020,4.4
ED5-8,NO0,2018,2.3
ED5-8,NO0,2019,2.2
ED5-8,NO0,2020,2.8
TOTAL,NO0,2018,3.8
TOTAL,NO0,2019,3.7
TOTAL,NO0,2020,4.4
ED0-2,NO01,2018,9.7
ED0-2,NO01,2019,9.4
ED0-2,NO01,2020,11.8
ED3-4,NO01,2018,4.5
ED3-4,NO01,2019,4.3
ED3-4,NO01,2020,5.7
ED5-8,NO01,2018,2.7
ED5-8,NO01,2019,2.3
ED5-8,NO01,2020,3.2
TOTAL,NO01,2018,4.2
TOTAL,NO01,2019,3.9
TOTAL,NO01,2020,5.1
TOTAL,NO02,2018,2.9
TOTAL,NO02,2019,3.2
TOTAL,NO02,2020,3.8
ED0-2,NO03,2018,8.9
ED0-2,NO03,2019,8.3
ED0-2,NO03,2020,9.0
ED3-4,NO03,2018,2.9
ED3-4,NO03,2019,3.4
ED3-4,NO03,2020,4.6
ED5-8,NO03,2020,2.7
TOTAL,NO03,2018,3.7
TOTAL,NO03,2019,3.7
TOTAL,NO03,2020,4.7
ED0-2,NO04,2018,10.1
ED0-2,NO04,2019,7.9
ED0-2,NO04,2020,9.1
ED3-4,NO04,2018,4.0
ED3-4,NO04,2019,3.7
ED3-4,NO04,2020,4.4
TOTAL,NO04,2018,4.4
TOTAL,NO04,2019,3.9
TOTAL,NO04,2020,4.5
ED0-2,NO05,2018,7.5
ED0-2,NO05,2019,7.1
ED0-2,NO05,2020,9.4
ED3-4,NO05,2018,4.1
ED3-4,NO05,2019,3.5
ED3-4,NO05,2020,3.8
ED5-8,NO05,2020,2.9
TOTAL,NO05,2018,3.8
TOTAL,NO05,2019,3.6
TOTAL,NO05,2020,4.3
TOTAL,NO06,2018,3.1
TOTAL,NO06,2019,3.8
TOTAL,NO06,2020,3.2
TOTAL,NO07,2018,3.2
TOTAL,NO07,2019,3.0
TOTAL,NO07,2020,3.5
ED0-2,PL,2018,9.9
ED0-2,PL,2019,8.3
ED0-2,PL,2020,8.5
ED3-4,PL,2018,4.4
ED3-4,PL,2019,3.6
ED3-4,PL,2020,3.5
ED5-8,PL,2018,2.0
ED5-8,PL,2019,2.0
ED5-8,PL,2020,1.9
TOTAL,PL,2018,3.8
TOTAL,PL,2019,3.3
TOTAL,PL,2020,3.2
ED0-2,PL2,2018,10.4
ED0-2,PL2,2019,6.5
ED3-4,PL2,2018,3.6
ED3-4,PL2,2019,2.6
ED3-4,PL2,2020,2.9
ED5-8,PL2,2018,2.0
ED5-8,PL2,2019,2.2
ED5-8,PL2,2020,2.2
TOTAL,PL2,2018,3.2
TOTAL,PL2,2019,2.6
TOTAL,PL2,2020,2.7
ED3-4,PL21,2018,3.5
ED3-4,PL21,2019,2.8
ED3-4,PL21,2020,2.5
ED5-8,PL21,2018,1.8
ED5-8,PL21,2019,2.8
ED5-8,PL21,2020,2.8
TOTAL,PL21,2018,2.9
TOTAL,PL21,2019,2.8
TOTAL,PL21,2020,2.7
ED0-2,PL22,2018,13.5
ED0-2,PL22,2019,8.3
ED3-4,PL22,2018,3.6
ED3-4,PL22,2019,2.5
ED3-4,PL22,2020,3.1
ED5-8,PL22,2018,2.1
ED5-8,PL22,2019,1.7
ED5-8,PL22,2020,1.7
TOTAL,PL22,2018,3.4
TOTAL,PL22,2019,2.4
TOTAL,PL22,2020,2.7
ED0-2,PL4,2018,6.8
ED0-2,PL4,2019,6.5
ED3-4,PL4,2018,2.9
ED3-4,PL4,2019,3.0
ED3-4,PL4,2020,2.5
ED5-8,PL4,2018,1.6
ED5-8,PL4,2019,1.2
ED5-8,PL4,2020,1.3
TOTAL,PL4,2018,2.7
TOTAL,PL4,2019,2.7
TOTAL,PL4,2020,2.3
ED3-4,PL41,2018,2.3
ED3-4,PL41,2019,3.1
ED3-4,PL41,2020,2.0
ED5-8,PL41,2018,1.9
ED5-8,PL41,2019,1.2
TOTAL,PL41,2018,2.2
TOTAL,PL41,2019,2.6
TOTAL,PL41,2020,1.8
ED0-2,PL42,2018,11.9
ED0-2,PL42,2019,9.4
ED3-4,PL42,2018,4.3
ED3-4,PL42,2019,3.4
ED3-4,PL42,2020,3.5
TOTAL,PL42,2018,3.8
TOTAL,PL42,2019,3.2
TOTAL,PL42,2020,3.4
ED3-4,PL43,2018,3.2
ED3-4,PL43,2019,2.1
TOTAL,PL43,2018,3.0
TOTAL,PL43,2019,2.0
ED0-2,PL5,2018,9.0
ED0-2,PL5,2019,11.1
ED3-4,PL5,2018,3.8
ED3-4,PL5,2019,4.0
ED3-4,PL5,2020,3.3
ED5-8,PL5,2018,1.4
ED5-8,PL5,2019,1.1
TOTAL,PL5,2018,3.2
TOTAL,PL5,2019,3.3
TOTAL,PL5,2020,3.1
ED0-2,PL51,2018,8.9
ED0-2,PL51,2019,12.5
ED3-4,PL51,2018,3.9
ED3-4,PL51,2019,4.0
ED3-4,PL51,2020,3.3
ED5-8,PL51,2018,1.4
ED5-8,PL51,2019,1.1
TOTAL,PL51,2018,3.3
TOTAL,PL51,2019,3.3
TOTAL,PL51,2020,3.1
ED3-4,PL52,2018,3.4
ED3-4,PL52,2019,3.9
TOTAL,PL52,2018,3.2
TOTAL,PL52,2019,3.2
TOTAL,PL52,2020,2.9
ED0-2,PL6,2018,12.2
ED0-2,PL6,2019,8.4
ED0-2,PL6,2020,7.9
ED3-4,PL6,2018,4.4
ED3-4,PL6,2019,3.4
ED3-4,PL6,2020,3.5
ED5-8,PL6,2018,1.7
ED5-8,PL6,2019,2.2
ED5-8,PL6,2020,1.4
TOTAL,PL6,2018,4.0
TOTAL,PL6,2019,3.3
TOTAL,PL6,2020,3.1
ED0-2,PL61,2018,13.8
ED0-2,PL61,2019,9.7
ED3-4,PL61,2018,4.5
ED3-4,PL61,2019,4.1
ED3-4,PL61,2020,3.6
ED5-8,PL61,2019,2.2
TOTAL,PL61,2018,4.3
TOTAL,PL61,2019,4.0
TOTAL,PL61,2020,3.1
ED0-2,PL62,2018,13.9
ED3-4,PL62,2018,6.3
ED3-4,PL62,2019,3.6
ED3-4,PL62,2020,3.1
TOTAL,PL62,2018,5.6
TOTAL,PL62,2019,3.3
TOTAL,PL62,2020,3.1
ED0-2,PL63,2018,9.2
ED3-4,PL63,2018,3.0
ED3-4,PL63,2019,2.5
ED3-4,PL63,2020,3.8
ED5-8,PL63,2018,1.8
ED5-8,PL63,2019,2.4
TOTAL,PL63,2018,3.0
TOTAL,PL63,2019,2.8
TOTAL,PL63,2020,3.1
ED0-2,PL7,2018,8.2
ED0-2,PL7,2019,9.4
ED3-4,PL7,2018,5.5
ED3-4,PL7,2019,3.8
ED3-4,PL7,2020,3.6
ED5-8,PL7,2018,2.7
ED5-8,PL7,2019,2.9
ED5-8,PL7,2020,2.3
TOTAL,PL7,2018,4.8
TOTAL,PL7,2019,3.8
TOTAL,PL7,2020,3.5
ED0-2,PL71,2018,8.2
ED0-2,PL71,2019,9.0
ED3-4,PL71,2018,5.0
ED3-4,PL71,2019,3.5
ED3-4,PL71,2020,3.1
ED5-8,PL71,2018,2.4
ED5-8,PL71,2019,2.9
TOTAL,PL71,2018,4.3
TOTAL,PL71,2019,3.7
TOTAL,PL71,2020,3.1
ED3-4,PL72,2018,6.7
ED3-4,PL72,2019,4.3
ED3-4,PL72,2020,4.7
ED5-8,PL72,2018,3.4
ED5-8,PL72,2019,2.9
TOTAL,PL72,2018,5.8
TOTAL,PL72,2019,4.2
TOTAL,PL72,2020,4.3
ED0-2,PL8,2018,12.4
ED0-2,PL8,2019,9.2
ED0-2,PL8,2020,10.4
ED3-4,PL8,2018,6.5
ED3-4,PL8,2019,5.6
ED3-4,PL8,2020,4.8
ED5-8,PL8,2018,3.0
ED5-8,PL8,2019,2.8
ED5-8,PL8,2020,3.1
TOTAL,PL8,2018,5.7
TOTAL,PL8,2019,4.8
TOTAL,PL8,2020,4.5
ED0-2,PL81,2018,15.6
ED0-2,PL81,2019,11.0
ED3-4,PL81,2018,7.0
ED3-4,PL81,2019,6.3
ED3-4,PL81,2020,6.4
ED5-8,PL81,2018,3.1
ED5-8,PL81,2019,2.9
TOTAL,PL81,2018,6.3
TOTAL,PL81,2019,5.4
TOTAL,PL81,2020,5.7
ED0-2,PL82,2018,12.3
ED3-4,PL82,2018,7.5
ED3-4,PL82,2019,5.9
ED3-4,PL82,2020,4.2
ED5-8,PL82,2018,3.6
ED5-8,PL82,2019,3.1
ED5-8,PL82,2020,3.8
TOTAL,PL82,2018,6.5
TOTAL,PL82,2019,5.1
TOTAL,PL82,2020,4.3
ED3-4,PL84,2018,3.5
ED3-4,PL84,2019,3.6
TOTAL,PL84,2018,3.2
TOTAL,PL84,2019,3.1
TOTAL,PL84,2020,2.8
ED0-2,PL9,2018,9.0
ED0-2,PL9,2019,8.9
ED0-2,PL9,2020,10.1
ED3-4,PL9,2018,5.0
ED3-4,PL9,2019,3.8
ED3-4,PL9,2020,4.3
ED5-8,PL9,2018,1.9
ED5-8,PL9,2019,1.8
ED5-8,PL9,2020,1.9
TOTAL,PL9,2018,3.8
TOTAL,PL9,2019,3.1
TOTAL,PL9,2020,3.4
ED3-4,PL91,2018,3.5
ED3-4,PL91,2019,2.6
ED3-4,PL91,2020,3.4
ED5-8,PL91,2018,1.4
ED5-8,PL91,2019,1.5
ED5-8,PL91,2020,1.6
TOTAL,PL91,2018,2.4
TOTAL,PL91,2019,2.0
TOTAL,PL91,2020,2.5
ED0-2,PL92,2018,9.5
ED0-2,PL92,2019,10.6
ED3-4,PL92,2018,6.1
ED3-4,PL92,2019,4.8
ED3-4,PL92,2020,5.0
ED5-8,PL92,2018,3.4
ED5-8,PL92,2019,2.6
TOTAL,PL92,2018,5.7
TOTAL,PL92,2019,4.6
TOTAL,PL92,2020,4.8
ED0-2,PT,2018,7.2
ED0-2,PT,2019,6.7
ED0-2,PT,2020,6.4
ED3-4,PT,2018,8.2
ED3-4,PT,2019,7.2
ED3-4,PT,2020,8.4
ED5-8,PT,2018,5.4
ED5-8,PT,2019,5.3
ED5-8,PT,2020,5.8
TOTAL,PT,2018,7.0
TOTAL,PT,2019,6.5
TOTAL,PT,2020,6.8
ED0-2,PT1,2018,7.0
ED0-2,PT1,2019,6.6
ED0-2,PT1,2020,6.3
ED3-4,PT1,2018,8.2
ED3-4,PT1,2019,7.2
ED3-4,PT1,2020,8.3
ED5-8,PT1,2018,5.4
ED5-8,PT1,2019,5.3
ED5-8,PT1,2020,5.8
TOTAL,PT1,2018,6.9
TOTAL,PT1,2019,6.4
TOTAL,PT1,2020,6.8
ED0-2,PT11,2018,7.1
ED0-2,PT11,2019,6.7
ED0-2,PT11,2020,6.6
ED3-4,PT11,2018,8.8
ED3-4,PT11,2019,7.5
ED3-4,PT11,2020,8.0
ED5-8,PT11,2018,6.0
ED5-8,PT11,2019,5.7
ED5-8,PT11,2020,6.1
TOTAL,PT11,2018,7.3
TOTAL,PT11,2019,6.7
TOTAL,PT11,2020,6.8
ED0-2,PT15,2018,7.5
ED0-2,PT15,2019,8.1
ED0-2,PT15,2020,8.9
ED3-4,PT15,2019,6.7
ED3-4,PT15,2020,9.0
TOTAL,PT15,2018,6.4
TOTAL,PT15,2019,7.1
TOTAL,PT15,2020,8.3
ED0-2,PT16,2018,4.9
ED0-2,PT16,2019,4.3
ED0-2,PT16,2020,3.8
ED3-4,PT16,2018,6.8
ED3-4,PT16,2019,5.2
ED3-4,PT16,2020,8.0
ED5-8,PT16,2018,5.8
ED5-8,PT16,2019,5.6
ED5-8,PT16,2020,5.8
TOTAL,PT16,2018,5.6
TOTAL,PT16,2019,4.9
TOTAL,PT16,2020,5.6
ED0-2,PT17,2018,9.0
ED0-2,PT17,2019,8.5
ED0-2,PT17,2020,9.0
ED3-4,PT17,2018,8.5
ED3-4,PT17,2019,8.5
ED3-4,PT17,2020,9.0
ED5-8,PT17,2018,4.8
ED5-8,PT17,2019,4.7
ED5-8,PT17,2020,5.7
TOTAL,PT17,2018,7.4
TOTAL,PT17,2019,7.1
TOTAL,PT17,2020,7.7
ED0-2,PT18,2018,7.6
ED0-2,PT18,2019,7.2
ED0-2,PT18,2020,4.9
ED3-4,PT18,2018,8.5
ED3-4,PT18,2019,7.4
ED3-4,PT18,2020,7.5
TOTAL,PT18,2018,7.2
TOTAL,PT18,2019,6.9
TOTAL,PT18,2020,5.9
ED0-2,PT2,2018,9.5
ED0-2,PT2,2019,10.0
ED0-2,PT2,2020,6.8
TOTAL,PT2,2018,8.6
TOTAL,PT2,2019,7.9
TOTAL,PT2,2020,6.1
ED0-2,PT20,2018,9.5
ED0-2,PT20,2019,10.0
ED0-2,PT20,2020,6.8
TOTAL,PT20,2018,8.6
TOTAL,PT20,2019,7.9
TOTAL,PT20,2020,6.1
ED0-2,PT3,2018,9.2
ED0-2,PT3,2019,6.6
ED0-2,PT3,2020,6.7
TOTAL,PT3,2018,8.8
TOTAL,PT3,2019,7.0
TOTAL,PT3,2020,7.9
ED0-2,PT30,2018,9.2
ED0-2,PT30,2019,6.6
ED0-2,PT30,2020,6.7
TOTAL,PT30,2018,8.8
TOTAL,PT30,2019,7.0
TOTAL,PT30,2020,7.9
ED0-2,RO,2018,5.8
ED0-2,RO,2019,6.3
ED0-2,RO,2020,8.1
ED3-4,RO,2018,4.3
ED3-4,RO,2019,4.0
ED3-4,RO,2020,5.1
ED5-8,RO,2018,2.1
ED5-8,RO,2019,1.6
ED5-8,RO,2020,2.2
TOTAL,RO,2018,4.2
TOTAL,RO,2019,3.9
TOTAL,RO,2020,5.0
ED0-2,RO1,2018,7.8
ED0-2,RO1,2019,10.6
ED0-2,RO1,2020,13.2
ED3-4,RO1,2018,2.9
ED3-4,RO1,2019,3.3
ED3-4,RO1,2020,4.5
ED5-8,RO1,2018,1.5
ED5-8,RO1,2019,1.5
ED5-8,RO1,2020,2.4
TOTAL,RO1,2018,3.4
TOTAL,RO1,2019,4.0
TOTAL,RO1,2020,5.3
ED0-2,RO11,2018,5.5
ED0-2,RO11,2019,5.4
ED0-2,RO11,2020,6.8
ED3-4,RO11,2018,2.5
ED3-4,RO11,2019,2.8
ED3-4,RO11,2020,3.7
TOTAL,RO11,2018,2.9
TOTAL,RO11,2019,3.0
TOTAL,RO11,2020,3.8
ED0-2,RO12,2018,12.1
ED0-2,RO12,2019,18.3
ED0-2,RO12,2020,21.6
ED3-4,RO12,2018,3.5
ED3-4,RO12,2019,3.9
ED3-4,RO12,2020,5.3
TOTAL,RO12,2018,4.2
TOTAL,RO12,2019,5.3
TOTAL,RO12,2020,7.1
ED0-2,RO2,2018,3.6
ED0-2,RO2,2019,3.5
ED0-2,RO2,2020,4.9
ED3-4,RO2,2018,4.2
ED3-4,RO2,2019,4.1
ED3-4,RO2,2020,5.0
ED5-8,RO2,2018,2.7
ED5-8,RO2,2019,2.7
ED5-8,RO2,2020,2.7
TOTAL,RO2,2018,3.8
TOTAL,RO2,2019,3.7
TOTAL,RO2,2020,4.7
ED0-2,RO21,2018,1.8
ED0-2,RO21,2019,1.4
ED0-2,RO21,2020,2.0
ED3-4,RO21,2018,2.8
ED3-4,RO21,2019,2.4
ED3-4,RO21,2020,3.6
TOTAL,RO21,2018,2.4
TOTAL,RO21,2019,2.1
TOTAL,RO21,2020,3.0
ED0-2,RO22,2018,7.6
ED0-2,RO22,2019,8.3
ED0-2,RO22,2020,11.2
ED3-4,RO22,2018,6.1
ED3-4,RO22,2019,6.5
ED3-4,RO22,2020,7.1
TOTAL,RO22,2018,6.1
TOTAL,RO22,2019,6.4
TOTAL,RO22,2020,7.4
ED0-2,RO3,2018,8.8
ED0-2,RO3,2019,7.9
ED0-2,RO3,2020,11.2
ED3-4,RO3,2018,4.9
ED3-4,RO3,2019,4.0
ED3-4,RO3,2020,5.7
ED5-8,RO3,2018,2.0
ED5-8,RO3,2019,1.0
ED5-8,RO3,2020,1.9
TOTAL,RO3,2018,4.6
TOTAL,RO3,2019,3.7
TOTAL,RO3,2020,5.3
ED0-2,RO31,2018,7.5
ED0-2,RO31,2019,7.4
ED0-2,RO31,2020,10.2
ED3-4,RO31,2018,5.5
ED3-4,RO31,2019,4.6
ED3-4,RO31,2020,5.4
TOTAL,RO31,2018,5.5
TOTAL,RO31,2019,4.7
TOTAL,RO31,2020,5.9
ED0-2,RO32,2018,12.2
ED0-2,RO32,2019,9.2
ED0-2,RO32,2020,13.8
ED3-4,RO32,2018,4.0
ED3-4,RO32,2019,2.9
ED3-4,RO32,2020,6.2
ED5-8,RO32,2018,1.6
ED5-8,RO32,2020,1.8
TOTAL,RO32,2018,3.6
TOTAL,RO32,2019,2.5
TOTAL,RO32,2020,4.7
ED0-2,RO4,2018,5.9
ED0-2,RO4,2019,6.4
ED0-2,RO4,2020,6.4
ED3-4,RO4,2018,5.6
ED3-4,RO4,2019,4.7
ED3-4,RO4,2020,5.2
ED5-8,RO4,2018,2.9
ED5-8,RO4,2020,2.2
TOTAL,RO4,2018,5.1
TOTAL,RO4,2019,4.4
TOTAL,RO4,2020,4.8
ED0-2,RO41,2018,4.5
ED0-2,RO41,2019,4.4
ED0-2,RO41,2020,4.4
ED3-4,RO41,2018,7.7
ED3-4,RO41,2019,6.4
ED3-4,RO41,2020,6.0
TOTAL,RO41,2018,6.4
TOTAL,RO41,2019,5.3
TOTAL,RO41,2020,5.0
ED0-2,RO42,2018,9.0
ED0-2,RO42,2019,10.3
ED0-2,RO42,2020,11.3
ED3-4,RO42,2018,3.2
ED3-4,RO42,2019,3.0
ED3-4,RO42,2020,4.4
TOTAL,RO42,2018,3.6
TOTAL,RO42,2019,3.4
TOTAL,RO42,2020,4.6
ED0-2,RS,2018,12.1
ED0-2,RS,2019,10.7
ED0-2,RS,2020,8.6
ED3-4,RS,2018,13.7
ED3-4,RS,2019,11.2
ED3-4,RS,2020,9.6
ED5-8,RS,2018,10.8
ED5-8,RS,2019,8.3
ED5-8,RS,2020,7.9
TOTAL,RS,2018,12.7
TOTAL,RS,2019,10.4
TOTAL,RS,2020,9.0
ED0-2,RS1,2018,13.8
ED0-2,RS1,2019,13.9
ED0-2,RS1,2020,10.7
ED3-4,RS1,2018,10.8
ED3-4,RS1,2019,8.9
ED3-4,RS1,2020,8.1
ED5-8,RS1,2018,9.3
ED5-8,RS1,2019,6.3
ED5-8,RS1,2020,5.6
TOTAL,RS1,2018,10.7
TOTAL,RS1,2019,8.6
TOTAL,RS1,2020,7.5
ED0-2,RS11,2018,16.5
ED0-2,RS11,2019,13.9
ED0-2,RS11,2020,12.2
ED3-4,RS11,2018,11.7
ED3-4,RS11,2019,9.4
ED3-4,RS11,2020,8.3
ED5-8,RS11,2018,9.0
ED5-8,RS11,2019,6.0
ED5-8,RS11,2020,5.8
TOTAL,RS11,2018,10.9
TOTAL,RS11,2019,8.2
TOTAL,RS11,2020,7.5
ED0-2,RS12,2018,12.9
ED0-2,RS12,2019,14.0
ED0-2,RS12,2020,10.1
ED3-4,RS12,2018,10.1
ED3-4,RS12,2019,8.5
ED3-4,RS12,2020,7.9
ED5-8,RS12,2018,9.7
ED5-8,RS12,2019,6.9
ED5-8,RS12,2020,5.2
TOTAL,RS12,2018,10.5
TOTAL,RS12,2019,9.0
TOTAL,RS12,2020,7.6
ED0-2,RS2,2018,11.2
ED0-2,RS2,2019,9.0
ED0-2,RS2,2020,7.6
ED3-4,RS2,2018,16.7
ED3-4,RS2,2019,13.5
ED3-4,RS2,2020,11.1
ED5-8,RS2,2018,13.5
ED5-8,RS2,2019,11.9
ED5-8,RS2,2020,12.0
TOTAL,RS2,2018,14.8
TOTAL,RS2,2019,12.2
TOTAL,RS2,2020,10.5
ED0-2,RS21,2018,9.5
ED0-2,RS21,2019,7.3
ED0-2,RS21,2020,5.6
ED3-4,RS21,2018,15.8
ED3-4,RS21,2019,13.2
ED3-4,RS21,2020,10.5
ED5-8,RS21,2018,13.1
ED5-8,RS21,2019,11.8
ED5-8,RS21,2020,12.9
TOTAL,RS21,2018,13.8
TOTAL,RS21,2019,11.5
TOTAL,RS21,2020,9.8
ED0-2,RS22,2018,13.9
ED0-2,RS22,2019,11.5
ED0-2,RS22,2020,10.8
ED3-4,RS22,2018,17.8
ED3-4,RS22,2019,14.0
ED3-4,RS22,2020,12.0
ED5-8,RS22,2018,13.9
ED5-8,RS22,2019,12.0
ED5-8,RS22,2020,10.7
TOTAL,RS22,2018,16.2
TOTAL,RS22,2019,13.1
TOTAL,RS22,2020,11.5
ED0-2,SE,2018,18.7
ED0-2,SE,2019,20.6
ED0-2,SE,2020,24.6
ED3-4,SE,2018,4.6
ED3-4,SE,2019,5.0
ED3-4,SE,2020,6.3
ED5-8,SE,2018,3.7
ED5-8,SE,2019,3.7
ED5-8,SE,2020,4.7
TOTAL,SE,2018,6.4
TOTAL,SE,2019,6.8
TOTAL,SE,2020,8.3
ED0-2,SE1,2018,19.0
ED0-2,SE1,2019,20.8
ED0-2,SE1,2020,25.5
ED3-4,SE1,2018,4.7
ED3-4,SE1,2019,5.0
ED3-4,SE1,2020,6.6
ED5-8,SE1,2018,3.5
ED5-8,SE1,2019,3.5
ED5-8,SE1,2020,4.7
TOTAL,SE1,2018,6.3
TOTAL,SE1,2019,6.6
TOTAL,SE1,2020,8.3
ED0-2,SE11,2018,17.1
ED0-2,SE11,2019,19.4
ED0-2,SE11,2020,23.4
ED3-4,SE11,2018,4.7
ED3-4,SE11,2019,5.1
ED3-4,SE11,2020,6.5
ED5-8,SE11,2018,3.2
ED5-8,SE11,2019,3.2
ED5-8,SE11,2020,4.5
TOTAL,SE11,2018,5.6
TOTAL,SE11,2019,6.1
TOTAL,SE11,2020,7.6
ED0-2,SE12,2018,21.5
ED0-2,SE12,2019,22.7
ED0-2,SE12,2020,28.2
ED3-4,SE12,2018,4.8
ED3-4,SE12,2019,4.9
ED3-4,SE12,2020,6.7
ED5-8,SE12,2018,4.1
ED5-8,SE12,2019,4.0
ED5-8,SE12,2020,4.9
TOTAL,SE12,2018,7.2
TOTAL,SE12,2019,7.3
TOTAL,SE12,2020,9.4
ED0-2,SE2,2018,18.2
ED0-2,SE2,2019,20.0
ED0-2,SE2,2020,25.2
ED3-4,SE2,2018,4.7
ED3-4,SE2,2019,5.0
ED3-4,SE2,2020,6.2
ED5-8,SE2,2018,4.2
ED5-8,SE2,2019,4.1
ED5-8,SE2,2020,5.0
TOTAL,SE2,2018,6.6
TOTAL,SE2,2019,7.1
TOTAL,SE2,2020,8.6
ED0-2,SE21,2018,16.5
ED0-2,SE21,2019,18.2
ED0-2,SE21,2020,24.2
ED3-4,SE21,2018,3.0
ED3-4,SE21,2019,3.4
